,ImageId,Label,X,Y,w,h
0,0011165.jpg,Fish,0.32666666666666666,0.5617857142857143,0.47333333333333333,0.6692857142857143
1,0011165.jpg,Flower,0.729047619047619,0.6003571428571428,0.5361904761904762,0.7521428571428571
2,002be4f.jpg,Fish,0.5364285714285715,0.3217857142857143,0.9138095238095238,0.6292857142857143
3,002be4f.jpg,Flower,0.7269047619047619,0.8132142857142857,0.5433333333333333,0.3707142857142857
4,002be4f.jpg,Sugar,0.2361904761904762,0.3357142857142857,0.42666666666666664,0.25
5,0031ae9.jpg,Fish,0.43357142857142855,0.7535714285714286,0.8652380952380953,0.4928571428571429
6,0031ae9.jpg,Flower,0.3538095238095238,0.6610714285714285,0.7066666666666667,0.6064285714285714
7,0031ae9.jpg,Sugar,0.4119047619047619,0.26,0.3761904761904762,0.27714285714285714
8,0035239.jpg,Flower,0.2571428571428571,0.2664285714285714,0.44571428571428573,0.5157142857142857
9,0035239.jpg,Gravel,0.20333333333333334,0.85,0.3628571428571429,0.2714285714285714
10,003994e.jpg,Fish,0.9016666666666666,0.30142857142857143,0.19285714285714287,0.3457142857142857
11,003994e.jpg,Gravel,0.3547619047619048,0.5178571428571429,0.4695238095238095,0.29714285714285715
12,003994e.jpg,Sugar,0.11476190476190476,0.1825,0.21047619047619048,0.3492857142857143
13,00498ec.jpg,Gravel,0.16976190476190475,0.35428571428571426,0.11761904761904762,0.3942857142857143
14,006bf7c.jpg,Fish,0.3426190476190476,0.3417857142857143,0.6557142857142857,0.37785714285714284
15,006bf7c.jpg,Sugar,0.2814285714285714,0.08107142857142857,0.56,0.13214285714285715
16,006c5a6.jpg,Fish,0.6983333333333334,0.23107142857142857,0.5861904761904762,0.2907142857142857
17,006c5a6.jpg,Sugar,0.5126190476190476,0.6892857142857143,0.9709523809523809,0.6071428571428571
18,008233e.jpg,Sugar,0.564047619047619,0.5871428571428572,0.5090476190476191,0.6514285714285715
19,008a5ff.jpg,Fish,0.8273809523809523,0.1025,0.3442857142857143,0.20357142857142857
20,008a5ff.jpg,Sugar,0.17857142857142858,0.765,0.35619047619047617,0.4614285714285714
21,0091591.jpg,Flower,0.6516666666666666,0.6139285714285714,0.6947619047619048,0.7721428571428571
22,0091591.jpg,Gravel,0.34404761904761905,0.31607142857142856,0.6795238095238095,0.605
23,0091591.jpg,Sugar,0.3595238095238095,0.1692857142857143,0.6676190476190477,0.30714285714285716
24,0095357.jpg,Sugar,0.719047619047619,0.6717857142857143,0.24285714285714285,0.2664285714285714
25,009e2f3.jpg,Fish,0.5104761904761905,0.3007142857142857,0.9761904761904762,0.5842857142857143
26,009e2f3.jpg,Gravel,0.8761904761904762,0.6242857142857143,0.21714285714285714,0.7314285714285714
27,009e2f3.jpg,Sugar,0.5747619047619048,0.7660714285714286,0.43047619047619046,0.46785714285714286
28,00a0954.jpg,Gravel,0.4930952380952381,0.15178571428571427,0.42428571428571427,0.2392857142857143
29,00a0954.jpg,Sugar,0.6066666666666667,0.8528571428571429,0.5066666666666667,0.26142857142857145
30,00b81e1.jpg,Flower,0.7676190476190476,0.7478571428571429,0.44,0.39285714285714285
31,00b81e1.jpg,Gravel,0.6835714285714286,0.7546428571428572,0.59,0.475
32,00b81e1.jpg,Sugar,0.75,0.3960714285714286,0.4990476190476191,0.535
33,00bea06.jpg,Fish,0.5592857142857143,0.4564285714285714,0.689047619047619,0.39714285714285713
34,00bea06.jpg,Gravel,0.6783333333333333,0.8514285714285714,0.27666666666666667,0.2714285714285714
35,00cedfa.jpg,Gravel,0.45380952380952383,0.44821428571428573,0.8866666666666667,0.805
36,00cedfa.jpg,Sugar,0.1769047619047619,0.2725,0.35285714285714287,0.5378571428571428
37,00d4443.jpg,Sugar,0.37547619047619046,0.4928571428571429,0.7033333333333334,0.5757142857142857
38,00dec6a.jpg,Fish,0.44666666666666666,0.8189285714285715,0.8533333333333333,0.3507142857142857
39,00dec6a.jpg,Flower,0.37833333333333335,0.3442857142857143,0.7252380952380952,0.6
40,00dec6a.jpg,Gravel,0.49738095238095237,0.32321428571428573,0.9890476190476191,0.6021428571428571
41,00dec6a.jpg,Sugar,0.35023809523809524,0.17535714285714285,0.4480952380952381,0.3221428571428571
42,0100a84.jpg,Fish,0.2876190476190476,0.46285714285714286,0.5638095238095238,0.9128571428571428
43,0100a84.jpg,Gravel,0.15642857142857142,0.9021428571428571,0.31285714285714283,0.18857142857142858
44,0104b5b.jpg,Sugar,0.7776190476190477,0.685,0.4438095238095238,0.48857142857142855
45,0107838.jpg,Fish,0.6235714285714286,0.49857142857142855,0.73,0.8828571428571429
